term,term_label,layperson
http://purl.obolibrary.org/obo/HP_0001604,Vocal cord paresis,Weakness of the vocal cords
http://purl.obolibrary.org/obo/HP_0000467,Neck muscle weakness,Floppy neck
http://purl.obolibrary.org/obo/HP_0009838,Curved distal phalanges of the hand,Curved outermost finger bone of the hand
http://purl.obolibrary.org/obo/HP_0009523,Triangular epiphysis of the middle phalanx of the 2nd finger,Triangular end part of the middle bone of the index finger
http://purl.obolibrary.org/obo/HP_0001187,Hyperextensibility of the finger joints,Hyperextensible finger
http://purl.obolibrary.org/obo/HP_0004374,Hemiplegia/hemiparesis,Paralysis or weakness of one side of body
http://purl.obolibrary.org/obo/HP_0000218,High palate,Increased palatal height
http://purl.obolibrary.org/obo/HP_0100105,Irregular epiphysis of the distal phalanx of the 2nd toe,Irregular end part of the outermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0009381,Short finger,Short finger
http://purl.obolibrary.org/obo/HP_0009421,Aplasia/Hypoplasia of the distal phalanx of the 3rd finger,Absent/small outermost middle finger bone
http://purl.obolibrary.org/obo/HP_0100463,Patchy sclerosis of the middle phalanx of the 5th toe,Uneven increase in bone density in the middle bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0200101,Decreased/absent ankle reflexes,Decreased/absent ankle reflexes
http://purl.obolibrary.org/obo/HP_0000778,Hypoplasia of the thymus,Small thymus
http://purl.obolibrary.org/obo/HP_0000321,Square face,Square face
http://purl.obolibrary.org/obo/HP_0005590,Spotty hypopigmentation,Spotty decreased pigmentation
http://purl.obolibrary.org/obo/HP_0003348,Hyperalaninemia,Increased blood alanine
http://purl.obolibrary.org/obo/HP_0009927,Aplasia of the nose,Nasal underdevelopment
http://purl.obolibrary.org/obo/HP_0003259,Elevated serum creatinine,Increased creatinine
http://purl.obolibrary.org/obo/HP_0005599,Hypopigmentation of hair,Loss of hair color
http://purl.obolibrary.org/obo/HP_0002063,Rigidity,Rigidity
http://purl.obolibrary.org/obo/HP_0001611,Nasal speech,Nasal voice
http://purl.obolibrary.org/obo/HP_0000215,Thick upper lip vermilion,Increased volume of upper lip
http://purl.obolibrary.org/obo/HP_0010764,Short eyelashes,Short eyelashes
http://purl.obolibrary.org/obo/HP_0009115,Aplasia/hypoplasia involving the skeleton,Absent/small skeleton
http://purl.obolibrary.org/obo/HP_0008717,Unilateral renal atrophy,Unilateral kidney wasting
http://purl.obolibrary.org/obo/HP_0100442,Bullet-shaped distal phalanx of the 5th toe,Bullet-shaped outermost bone of the pinky toe
http://purl.obolibrary.org/obo/HP_0012279,Hyposerinemia,Low blood serine levels
http://purl.obolibrary.org/obo/HP_0100444,Curved middle phalanx of the 4th toe,Curved middle bone of 4th toe
http://purl.obolibrary.org/obo/HP_0100397,Short proximal phalanx of the 5th toe,Short innermost bone of pinkie toe
http://purl.obolibrary.org/obo/HP_0002227,White eyelashes,Blonde eyelashes
http://purl.obolibrary.org/obo/HP_0040189,Scaling skin,peeling skin
http://purl.obolibrary.org/obo/HP_0000971,Abnormal sweat gland morphology,Abnormality of the sweat gland
http://purl.obolibrary.org/obo/HP_0012433,Abnormal social behavior,Abnormal social behavior
http://purl.obolibrary.org/obo/HP_0100406,Duplication of the proximal phalanx of the 5th toe,Duplication of the innermost bone of the pinkie toe
http://purl.obolibrary.org/obo/HP_0007776,Sparse lower eyelashes,Sparse lower eyelashes
http://purl.obolibrary.org/obo/HP_0012113,Abnormal circulating creatine concentration,Abnormality of creatine metabolism
http://purl.obolibrary.org/obo/HP_0000868,Decreased fertility in females,Decreased fertility in females
http://purl.obolibrary.org/obo/HP_0002907,Microscopic hematuria,Small amount of blood in urine
http://purl.obolibrary.org/obo/HP_0003733,Thigh hypertrophy,Increased thigh size
http://purl.obolibrary.org/obo/HP_0040095,Neoplasm of the outer ear,Outer ear tumor
http://purl.obolibrary.org/obo/HP_0002977,Aplasia/Hypoplasia involving the central nervous system,Absent/underdeveloped central nervous system tissue
http://purl.obolibrary.org/obo/HP_0009179,Deviation of the 5th finger,Displaced pinky finger
http://purl.obolibrary.org/obo/HP_0000602,Ophthalmoplegia,Eye muscle paralysis
http://purl.obolibrary.org/obo/HP_0012384,Rhinitis,Nasal inflammation
http://purl.obolibrary.org/obo/HP_0011863,Abnormal sternal ossification,Abnormal maturation of breastbone
http://purl.obolibrary.org/obo/HP_0000975,Hyperhidrosis,Increased sweating
http://purl.obolibrary.org/obo/HP_0100336,Bilateral cleft lip,Both sided cleft lip
http://purl.obolibrary.org/obo/HP_0012429,Aplasia/Hypoplasia of the cerebral white matter,Absent/underdeveloped cerebral white matter
http://purl.obolibrary.org/obo/HP_0000599,Abnormality of the frontal hairline,Abnormality of hairline at front of head
http://purl.obolibrary.org/obo/HP_0000349,Widow's peak,Widow's peak
http://purl.obolibrary.org/obo/HP_0009205,Cone-shaped epiphysis of the middle phalanx of the 5th finger,Cone-shaped end part of the middle bone of the pinkie finger
http://purl.obolibrary.org/obo/HP_0009239,Aplasia/Hypoplasia of the distal phalanx of the 5th finger,Absent/small outermost bone of pinkie finger
http://purl.obolibrary.org/obo/HP_0001820,Leukonychia,White discoloration of nails
http://purl.obolibrary.org/obo/HP_0003781,Excessive salivation,Oversalivation
http://purl.obolibrary.org/obo/HP_0000013,Hypoplasia of the uterus,Underdeveloped uterus
http://purl.obolibrary.org/obo/HP_0004790,Hypoplasia of the small intestine,Underdeveloped small intestine
http://purl.obolibrary.org/obo/HP_0009852,Broad proximal phalanges of the hand,Broad innermost finger bones of the hand
http://purl.obolibrary.org/obo/HP_0010384,Broad phalanges of the 5th toe,Broad bones of the little toe
http://purl.obolibrary.org/obo/HP_0000363,Abnormality of earlobe,Abnormality of ear lobe
http://purl.obolibrary.org/obo/HP_0000707,Abnormality of the nervous system,Neurologic abnormalities
http://purl.obolibrary.org/obo/HP_0100160,Enlarged epiphysis of the proximal phalanx of the 3rd toe,Enlarged end part of the innermost bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0031292,Cutaneous abscess,Skin abscess
http://purl.obolibrary.org/obo/HP_0003946,Abnormality of the epiphyses of the elbow,Abnormality of end part of the elbow bone
http://purl.obolibrary.org/obo/HP_0011078,Abnormality of canine,Abnormality of eye tooth
http://purl.obolibrary.org/obo/HP_0008773,Aplasia/Hypoplasia of the middle ear,Absent/small middle ear
http://purl.obolibrary.org/obo/HP_0000073,Ureteral duplication,Double ureter
http://purl.obolibrary.org/obo/HP_0010561,Undulate ribs,Wavy ribs
http://purl.obolibrary.org/obo/HP_0100420,Partial duplication of the middle phalanx of the 4th toe,Partial duplication of the middle bone of the 4th toe
http://purl.obolibrary.org/obo/HP_0009963,Duplication of the middle phalanx of the 3rd finger,Duplication of the middle bone of the middle finger
http://purl.obolibrary.org/obo/HP_0011078,Abnormality of canine,Abnormality of canine
http://purl.obolibrary.org/obo/HP_0000218,High palate,Elevated palate
http://purl.obolibrary.org/obo/HP_0012799,Unilateral facial palsy,Weakness of one side of the face
http://purl.obolibrary.org/obo/HP_0010432,Absent distal phalanx of the 2nd toe,Absent outermost bone of the 2nd toe
http://purl.obolibrary.org/obo/HP_0100918,Sclerosis of 2nd finger phalanx,Increased bone density in 2nd finger bone
http://purl.obolibrary.org/obo/HP_0100749,Chest pain,Chest pain
http://purl.obolibrary.org/obo/HP_0007096,Hypoplasia of the optic tract,Underdeveloped optic tract
http://purl.obolibrary.org/obo/HP_0007994,Peripheral visual field loss,Loss of peripheral vision
http://purl.obolibrary.org/obo/HP_0007392,Excessive wrinkled skin,Excessive wrinkled skin
http://purl.obolibrary.org/obo/HP_0000271,Abnormality of the face,Abnormal face
http://purl.obolibrary.org/obo/HP_0012311,Monocytosis,High blood monocyte number
http://purl.obolibrary.org/obo/HP_0000674,Anodontia,Failure of development of all teeth
http://purl.obolibrary.org/obo/HP_0000823,Delayed puberty,Pubertal delay
http://purl.obolibrary.org/obo/HP_0010142,Fragmentation of the epiphysis of the distal phalanx of the hallux,Fragmentation of the end part of the outermost bone of the big toe
http://purl.obolibrary.org/obo/HP_0008472,Prominent protruding coccyx,Prominent protruding tailbone
http://purl.obolibrary.org/obo/HP_0000855,Insulin resistance,Body fails to respond to insulin
http://purl.obolibrary.org/obo/HP_0009695,Stippling of thumb epiphysis,Speckled calcifications in end part of thumb bone
http://purl.obolibrary.org/obo/HP_0002225,Sparse pubic hair,Sparse pubic hair
http://purl.obolibrary.org/obo/HP_0002758,Osteoarthritis,Degenerative joint disease
http://purl.obolibrary.org/obo/HP_0009420,Triangular epiphyses of the 3rd finger,Triangular end part of middle finger bone
http://purl.obolibrary.org/obo/HP_0009573,Patchy sclerosis of the middle phalanx of the 2nd finger,Uneven increase in bone density in the middle bone of the index finger
http://purl.obolibrary.org/obo/HP_0003166,Increased urinary taurine,Increased urinary taurine
http://purl.obolibrary.org/obo/HP_0009777,Absent thumb,Absent thumbs
http://purl.obolibrary.org/obo/HP_0005925,Abnormalities of the diaphyses of the hand,Abnormalities of shaft of long bone of the hand
http://purl.obolibrary.org/obo/HP_0100040,Broad 2nd toe,Wide 2nd toe
http://purl.obolibrary.org/obo/HP_0011136,Aplasia of the sweat glands,Lack of sweat glands
http://purl.obolibrary.org/obo/HP_0012629,Phakodonesis,Trembling eye lens
http://purl.obolibrary.org/obo/HP_0003738,Exercise-induced myalgia,Muscle pain with exercise
http://purl.obolibrary.org/obo/HP_0009748,Large earlobe,Fleshy earlobe
http://purl.obolibrary.org/obo/HP_0009167,Irregular epiphysis of the distal phalanx of the 5th finger,Irregular end part of the outermost bone of pinky finger
http://purl.obolibrary.org/obo/HP_0005528,Bone marrow hypocellularity,Bone marrow failure
http://purl.obolibrary.org/obo/HP_0009379,Rhomboid or triangular shaped 5th finger distal phalanx,Rhomboid or triangular shaped pinky finger bone
http://purl.obolibrary.org/obo/HP_0011090,Fused teeth,Fused teeth
http://purl.obolibrary.org/obo/HP_0009613,Duplication of the proximal phalanx of the thumb,Notched innermost bone of thumb
http://purl.obolibrary.org/obo/HP_0000689,Dental malocclusion,Bad bite
http://purl.obolibrary.org/obo/HP_0001052,Nevus flammeus,port-wine stain
http://purl.obolibrary.org/obo/HP_0002705,"High, narrow palate","High, narrow palate"
http://purl.obolibrary.org/obo/HP_0001562,Oligohydramnios,Low levels of amniotic fluid
http://purl.obolibrary.org/obo/HP_0009422,Broad distal phalanx of the 3rd finger,Broad outermost bone of middle finger
http://purl.obolibrary.org/obo/HP_0100242,Sarcoma,Malignant connective tissue tumor
http://purl.obolibrary.org/obo/HP_0010705,4-5 finger syndactyly,Webbed 4th-5th finger
http://purl.obolibrary.org/obo/HP_0010630,Abnormality of metatarsal epiphysis,Abnormality of end part of long bone of foot
http://purl.obolibrary.org/obo/HP_0100615,Ovarian neoplasm,Ovarian tumor
http://purl.obolibrary.org/obo/HP_0000054,Micropenis,Small penis
http://purl.obolibrary.org/obo/HP_0009546,Triangular shaped phalanges of the 2nd finger,Triangular bones of index finger
http://purl.obolibrary.org/obo/HP_0001821,Broad nail,Wide fingernails
http://purl.obolibrary.org/obo/HP_0003701,Proximal muscle weakness,Weakness in muscles of upper arms and upper legs
http://purl.obolibrary.org/obo/HP_0000153,Abnormality of the mouth,Abnormal mouth
http://purl.obolibrary.org/obo/HP_0002167,Neurological speech impairment,Speech impediment
http://purl.obolibrary.org/obo/HP_0000287,Increased facial adipose tissue,Increased amount of facial fat
http://purl.obolibrary.org/obo/HP_0000683,Grayish enamel,Grayish enamel
http://purl.obolibrary.org/obo/HP_0010004,Partial duplication of the distal phalanges of the hand,Partial duplication of the outermost bone of the hand
http://purl.obolibrary.org/obo/HP_0000327,Hypoplasia of the maxilla,Maxillary deficiency
http://purl.obolibrary.org/obo/HP_0003920,Sloping humeral metaphysis,Sloping metaphysis of long bone of upper arm
http://purl.obolibrary.org/obo/HP_0003700,Generalized amyotrophy,"Muscle atrophy, generalized"
http://purl.obolibrary.org/obo/HP_0200097,Oral mucosal blisters,Blisters of mouth
http://purl.obolibrary.org/obo/HP_0010056,Abnormality of the epiphyses of the hallux,Abnormality of the end part of the big toe bone
http://purl.obolibrary.org/obo/HP_0009206,Enlarged epiphysis of the middle phalanx of the 5th finger,Enlarged end part of the middle bone of the little finger
http://purl.obolibrary.org/obo/HP_0009223,Stippling of the epiphysis of the middle phalanx of the 4th finger,Speckled calcifications in end part of the middle bone of the ring finger
http://purl.obolibrary.org/obo/HP_0002791,Hypoventilation,Slow breathing
http://purl.obolibrary.org/obo/HP_0004969,Peripheral pulmonary artery stenosis,Narrowing of peripheral lung artery
http://purl.obolibrary.org/obo/HP_0001141,Severely reduced visual acuity,Severe visual impairment
http://purl.obolibrary.org/obo/HP_0001090,Abnormally large globe,Large eyes
http://purl.obolibrary.org/obo/HP_0010470,Supernumerary testes,Extra testes
http://purl.obolibrary.org/obo/HP_0400005,Short ear,Short ear
http://purl.obolibrary.org/obo/HP_0009158,Enlarged epiphysis of the proximal phalanx of the 5th finger,Enlarged end part of the innermost bone of pinkie finger
http://purl.obolibrary.org/obo/HP_0001204,Distal symphalangism of hands,Fused outermost bones of hand
http://purl.obolibrary.org/obo/HP_0100163,Ivory epiphysis of the proximal phalanx of the 3rd toe,Increased bone density of end part of the innermost bone of the 3rd toe
http://purl.obolibrary.org/obo/HP_0009294,Absent middle phalanx of 4th finger,Absent middle bone of 4th finger
http://purl.obolibrary.org/obo/HP_0000363,Abnormality of earlobe,Abnormality of earlobe
http://purl.obolibrary.org/obo/HP_0000692,Misalignment of teeth,Abnormality of alignment of teeth
http://purl.obolibrary.org/obo/HP_0005465,Facial hyperostosis,Enlargment of the facial bones
http://purl.obolibrary.org/obo/HP_0009388,Ivory epiphyses of the 5th finger,Increased bone density of end part of the little finger
http://purl.obolibrary.org/obo/HP_0025092,Epidermal acanthosis,Thickening of upper layer of skin
http://purl.obolibrary.org/obo/HP_0040163,Abnormal pelvis bone morphology,Abnormal shape of pelvis bone
http://purl.obolibrary.org/obo/HP_0004283,Narrow palm,Narrow palm
http://purl.obolibrary.org/obo/HP_0001335,Bimanual synkinesia,Mirror hand movements
http://purl.obolibrary.org/obo/HP_0006482,Abnormality of dental morphology,Abnormally shaped teeth
http://purl.obolibrary.org/obo/HP_0004226,Curved distal phalanx of the 5th finger,Curved outermost little finger bone
http://purl.obolibrary.org/obo/HP_0001631,Atrial septal defect,An opening in the wall separating the top two chambers of the heart
http://purl.obolibrary.org/obo/HP_0000680,Delayed eruption of primary teeth,Delayed eruption of baby teeth
http://purl.obolibrary.org/obo/HP_0010554,Cutaneous finger syndactyly,Webbed fingers
http://purl.obolibrary.org/obo/HP_0005372,Abnormality of B cell physiology,Abnormality of B cell physiology
http://purl.obolibrary.org/obo/HP_0011478,True anophthalmia,Completely missing eyeball
http://purl.obolibrary.org/obo/HP_0010627,Anterior pituitary hypoplasia,Underdeveloped pituitary gland
