?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0011095>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal anteroposterior extension of the maxillary teeth beyond the plane of the mandibular teeth upon jaw closure."	"An abnormal anteroposterior extension of the maxillary teeth beyond the plane of the mandibular teeth upon jaw closure"	"Çene kapanmasını takiben maksiller dişin mandibüler dişlerin düzleminden anormal şekilde anteroposterior uzanması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004338>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Any deviation from the normal concentration of a aromatic amino acid in the blood circulation."	"Any deviation from the normal concentration of a aromatic amino acid in the blood circulation"	"Aromatik amino asit ailesi metabolizmasının bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040282>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Present in 30% to 79% of the cases."	"Present in 30% to 79% of the cases"	"Vakaların %30 ila %79'unda mevcut"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025603>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A functional anomaly of the superior rectus muscle, an extraocular muscle that is innervated by the superior division of the oculomotor nerve, and whose primary function is the elevation of the globe."	"A functional anomaly of the superior rectus muscle, an extraocular muscle that is innervated by the superior division of the oculomotor nerve, and whose primary function is the elevation of the globe"	"Okülomotor sinirin süperior bölümü tarafından inerve edilen ve birincil fonksiyonu gözü eleve etmek olan ekstraoküler bir kasın, süperior rektus kasının fonksiyonel bir anomalisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003530>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increased concentration of glutaric acid in the blood."	"An increased concentration of glutaric acid in the blood"	"Kanda glutarik asit konsantrasyonunun artışı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000883>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Ribs with a reduced diameter."	"Ribs with a reduced diameter"	"Azalmış çaplı kaburgalar"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410074>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increase in the level of xylitol in the urine."	"An increase in the level of xylitol in the urine"	"İdrarda ksilitol seviyesinde bir artış"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410279>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Partial or complete wasting (loss) of the pituitary gland."	"Partial or complete wasting (loss) of the pituitary gland"	"Pitüiter bezin kısmi veya tam harabiyeti (kaybı)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000007>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of a mentalis muscle."	"An abnormality of a mentalis muscle"	"Mentalis kasının bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000853>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An enlargement of the thyroid gland."	"An enlargement of the thyroid gland"	"Tiroid bezinin genişlemesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010416>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A deviation from the normal straight form of the distal phalanx of the 2nd toe."	"A deviation from the normal straight form of the distal phalanx of the 2nd toe"	"2. ayak parmağının distal falanksının normal düz formundan sapması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001274>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Absence of the corpus callosum as a result of the failure of the corpus callosum to develop, which can be the result of a failure in any one of the multiple steps of callosal development including cellular proliferation and migration, axonal growth or glial patterning at the midline."	"Absence of the corpus callosum as a result of the failure of the corpus callosum to develop, which can be the result of a failure in any one of the multiple steps of callosal development including cellular proliferation and migration, axonal growth or glial patterning at the midline"	"Hücresel çoğalma ve göç, aksonal büyüme veya orta hatta glial biçimlenmeyi içeren kallozal gelişimin çeşitli basamaklarından herhangi birinin yetersizliğinden kaynaklanan korpus kallozum gelişim yetersizliği sonucu olarak korpus kallozum yokluğu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032245>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality in the function of the chemical reactions related to processes including conversion of food to enter, synthesis of proteins, lipids, nucleic acids, and carbohydrates, or the elimination of waste products."	"An abnormality in the function of the chemical reactions related to processes including conversion of food to enter, synthesis of proteins, lipids, nucleic acids, and carbohydrates, or the elimination of waste products"	"Besinlerin girişi için dönüştürülmesi, protein, lipid, nükleik asit ve karbonhidrat sentezi veya atık ürünlerin itrahı dahil süreçler ile ilişkili kimyasal reaksiyonların fonksiyonunda bir anormallik"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012106>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Disproportionate shortening of the proximal segment of the leg (i.e. the femur)."	"Disproportionate shortening of the proximal segment of the leg (i.e. the femur)"	"Bacağın proksimal bölümünün (yani femur) orantısız kısalması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001177>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Supernumerary digits located at the radial side of the hand. Polydactyly (supernumerary digits) involving the thumb occurs in many distinct forms of high variability and severity. Ranging from fleshy nubbins over varying degrees of partial duplication/splitting to completely duplicated or even triplicated thumbs or preaxial (on the radial side of the hand) supernumerary digits."	"Supernumerary digits located at the radial side of the hand. Polydactyly (supernumerary digits) involving the thumb occurs in many distinct forms of high variability and severity. Ranging from fleshy nubbins over varying degrees of partial duplication/splitting to completely duplicated or even triplicated thumbs or preaxial (on the radial side of the hand) supernumerary digits"	"Elin radiyal kısmında yerleşmiş fazladan parmak. Baş parmağı içeren polidaktili (fazla parmak) yüksek değişkenlik ve ciddiyette bir çok farklı formda meydana gelebilir. Etli yumrudan, kısmi duplikasyon/ayrılmadan tam duplike veya hatta triplike baş parmağına veya preaksiyel (elin raiyal kısmı) fazla parmağa kadar değişkenlik gösterir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410057>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increase in the level of D-threitol in the plasma."	"An increase in the level of D-threitol in the plasma"	"Plazmada D-treitol seviyesinde bir artış"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012133>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased count of erythroid precursor cells, that is, erythroid lineage cells in the bone marrow."	"Decreased count of erythroid precursor cells, that is, erythroid lineage cells in the bone marrow"	"Kemik iliğinde eritroid seri hücrelerinin yani eritroid prekursör hücrelerinin azalmış sayısı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012693>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Deviation from the normal range of size of the thalamus."	"Deviation from the normal range of size of the thalamus"	"Talamusun normal boyut aralığından sapması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001257>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A motor disorder characterized by a velocity-dependent increase in tonic stretch reflexes with increased muscle tone, exaggerated (hyperexcitable) tendon reflexes."	"A motor disorder characterized by a velocity-dependent increase in tonic stretch reflexes with increased muscle tone, exaggerated (hyperexcitable) tendon reflexes"	"Artmış kas tonusu, abartılı (aşırı uyarılabilir) tendon refleksleri ile birlikte tonik gerilme reflekslerinde hız bağımlı bir artış ile karakterize bir motor hastalık"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005165>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced time for the PR interval (beginning of the P wave to the beginning of the QRS complex). In adults, normal values are 120 to 200 ms long."	"Reduced time for the PR interval (beginning of the P wave to the beginning of the QRS complex). In adults, normal values are 120 to 200 ms long"	"PR intervali için kısalmış zaman (P dalgasının başlangıcından QRS kompleksinin başlangıcına kadar). Erişkinlerde normal değer 120 ile 200 ms uzunluğundadır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011493>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Reduced transparency of the central portion of the corneal stroma."	"Reduced transparency of the central portion of the corneal stroma"	"Kornea stromasının merkezi bölümünün azalmış şeffaflığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002066>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of ataxia characterized by the impairment of the ability to coordinate the movements required for normal walking. Gait ataxia is characteirzed by a wide-based staggering gait with a tendency to fall."	"A type of ataxia characterized by the impairment of the ability to coordinate the movements required for normal walking. Gait ataxia is characteirzed by a wide-based staggering gait with a tendency to fall"	"Normal yürüyüş için gerekli hareketleri koordine etme yeteneğinin bozulması ile tanımlanan bir ataksi türü. Yürüyüş ataksisi düşme eğilimli geniş adımlı sendeleyici bir yürüyüş ile karakterizedir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009889>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormally increased hair growth with a localized distribution."	"Abnormally increased hair growth with a localized distribution"	"Lokalize dağılımlı anormal olarak artmış kıl büyümesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008972>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased activity of the mitochondrial respiratory chain."	"Decreased activity of the mitochondrial respiratory chain"	"Mitokondriyal solunum zincirinin azalmış aktivitesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002058>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A facial appearance characteristic of myopathic conditions. The face appears expressionless with sunken cheeks, bilateral ptosis, and inability to elevate the corners of the mouth, due to muscle weakness."	"A facial appearance characteristic of myopathic conditions. The face appears expressionless with sunken cheeks, bilateral ptosis, and inability to elevate the corners of the mouth, due to muscle weakness"	"Miyopatik durumların bir yüz görünümü karakteristiği. Yüz, kas zayıflığı nedeniyle çökük yanaklar, bilateral pitozis ve ağız köşelerini kaldırma acizliği ile birlikte ifadesiz görünür"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012800>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A cranial suture that is in addition to canonical membrane-covered openings in the incompletely ossified skull of the fetus or newborn infant."	"A cranial suture that is in addition to canonical membrane-covered openings in the incompletely ossified skull of the fetus or newborn infant"	"Fetusun veya yenidoğanın tamamen kemikleşmemiş kafatasında kabul edilmiş membran örtülü açıklıklara ek olarak olan bir kraniyal sutür"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009595>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Neurofibromas present in a smaller number than usually seen in neurofibromatosis type 1."	"Neurofibromas present in a smaller number than usually seen in neurofibromatosis type 1"	"Nörofibromatozis tip 1'de sıklıkla gözlenenden daha az sayıda nörofibroma vardır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006486>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the dental root."	"An abnormality of the dental root"	"Dental kökün bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012158>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A separation (dissection) of the layers of the carotid artery wall."	"A separation (dissection) of the layers of the carotid artery wall"	"Karotid arter duvarı katmanlarının ayrılması (diseksiyonu)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011641>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A congenital malformation with abnormal connection between one of the coronary arteries and a heart chamber or another blood vessel."	"A congenital malformation with abnormal connection between one of the coronary arteries and a heart chamber or another blood vessel"	"Koroner arterlerin biri ve kalp odacığı veya başka kan damarları arasında anormal bağlantılı konjenital bir malformasyon"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030776>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal magnetic resonance tomography signal from a vertebral endplate with a low signal on T1-weighted sequences and high signal on T2-weighted sequences. Modic type I changes are thought to represent bone marrow edema and inflammation."	"An abnormal magnetic resonance tomography signal from a vertebral endplate with a low signal on T1-weighted sequences and high signal on T2-weighted sequences. Modic type I changes are thought to represent bone marrow edema and inflammation"	"T1-ağırlıklı dizilerde düşük sinyalli ve T2-ağırlıklı dizilerde yüksek sinyalli vertebral son plaktan olan anormal bir manyetik rezonans tomografi sinyali. Modic tip I değişikliklerin kemik iliği ödemini ve inflamasyonunu temsil ettiği düşünülmektedir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025048>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An decrease in the level of choline-containing compounds in the brain identified by magnetic resonance spectroscopy (MRS)."	"An decrease in the level of choline-containing compounds in the brain identified by magnetic resonance spectroscopy (MRS)"	"Manyetik rezonans spektroskopi (MRS) ile tanımlanan beyinde kolin içeren bileşenlerin seviyesinde bir azalma"@tr	"OFFICIAL"
