?term	?property	?translation_lang	?original_value	?translation
<http://purl.obolibrary.org/obo/HP_0002069>	<http://www.w3.org/2000/01/rdf-schema#label>		"Generalized tonic-clonic seizures"	"Crises convulsives généralisées tonico-cloniques"
<http://purl.obolibrary.org/obo/HP_0000815>	<http://purl.obolibrary.org/obo/IAO_0000115>		"Reduced function of the gonads (testes in males or ovaries in females) associated with excess pituitary gonadotropin secretion and resulting in delayed sexual development and growth delay"	"Diabète léger"
<http://purl.obolibrary.org/obo/HP_0000963>	<http://www.w3.org/2000/01/rdf-schema#label>		"Thin skin"	"Peau fine"@fr
<http://purl.obolibrary.org/obo/HP_0031152>	<http://www.w3.org/2000/01/rdf-schema#label>		"Full-thickness macular hole"	"Trou maculaire de pleine épaisseur"@fr
<http://purl.obolibrary.org/obo/HP_0001271>	<http://www.w3.org/2000/01/rdf-schema#label>		"Polyneuropathy"	"polyneuropathie périphérique"@fr
<http://purl.obolibrary.org/obo/HP_0012408>	<http://www.w3.org/2000/01/rdf-schema#label>		"Medullary nephrocalcinosis"	"Néphrocalcinose médullaire"@fr
<http://purl.obolibrary.org/obo/HP_0012149>	<http://www.w3.org/2000/01/rdf-schema#label>		"Bilineage myelodysplasia"	"Myélodysplasie bilinéaire"@fr
<http://purl.obolibrary.org/obo/HP_0003557>	<http://www.w3.org/2000/01/rdf-schema#label>		"Increased variability in muscle fiber diameter"	"Diamètre des fibres musculaires à variabilité augmentée"@fr
<http://purl.obolibrary.org/obo/HP_0100175>	<http://www.w3.org/2000/01/rdf-schema#label>		"Ivory epiphysis of the distal phalanx of the 4th toe"	"Épiphyse d'aspect ivoire de la phalange distale du quatrième orteil"@fr
<http://purl.obolibrary.org/obo/HP_0032255>	<http://www.w3.org/2000/01/rdf-schema#label>		"Opportunistic fungal infection"	"Infection fongique opportuniste"@fr
<http://purl.obolibrary.org/obo/HP_0100774>	<http://www.w3.org/2000/01/rdf-schema#label>		"Hyperostosis"	"Hyperostose"@fr
<http://purl.obolibrary.org/obo/HP_0003971>	<http://www.w3.org/2000/01/rdf-schema#label>		"Broad forearm bones"	"Os de l'avant-bras larges"@fr
<http://purl.obolibrary.org/obo/HP_3000029>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of depressor labii inferioris"	"Anomalie du dépresseur labial inférieur"@fr
<http://purl.obolibrary.org/obo/HP_0009490>	<http://www.w3.org/2000/01/rdf-schema#label>		"Cone-shaped epiphyses of the 2nd finger"	"Épiphyses en forme de cône de l'index"@fr
<http://purl.obolibrary.org/obo/HP_0002938>	<http://www.w3.org/2000/01/rdf-schema#label>		"Lumbar hyperlordosis"	"Hyperlordose lombaire"@fr
<http://purl.obolibrary.org/obo/HP_0012072>	<http://www.w3.org/2000/01/rdf-schema#label>		"Aciduria"	"Acidurie"@fr
<http://purl.obolibrary.org/obo/HP_0031994>	<http://www.w3.org/2000/01/rdf-schema#label>		"Bronchial breath sound"	"Bruits respiratoires bronchiques"@fr
<http://purl.obolibrary.org/obo/HP_0009526>	<http://www.w3.org/2000/01/rdf-schema#label>		"Cone-shaped epiphysis of the proximal phalanx of the 2nd finger"	"Épiphyses en forme de cône de la phalange proximale de l'index"@fr
<http://purl.obolibrary.org/obo/HP_0100661>	<http://www.w3.org/2000/01/rdf-schema#label>		"Trigeminal neuralgia"	"Névralgie trigéminale"@fr
<http://purl.obolibrary.org/obo/HP_0010964>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal circulating long-chain fatty-acid concentration"	"anomalie du métabolisme des acides gras à chaînes longues"@fr
<http://purl.obolibrary.org/obo/HP_0410027>	<http://www.w3.org/2000/01/rdf-schema#label>		"Alveolar bone loss around teeth"	"Perte d'os alvéolaire autour des dents"@fr
<http://purl.obolibrary.org/obo/HP_0032189>	<http://www.w3.org/2000/01/rdf-schema#label>		"Cellular hypersensitivity to diepoxybutane"	"Hypersensibilité cellulaire au diépoxybutane"@fr
<http://purl.obolibrary.org/obo/HP_0031568>	<http://www.w3.org/2000/01/rdf-schema#label>		"Thickened aortic valve cusp"	"Cuspide de la valve aortique épaissie"@fr
<http://purl.obolibrary.org/obo/HP_0025160>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal temper tantrums"	"Crises de colère anormales"@fr
<http://purl.obolibrary.org/obo/HP_0009120>	<http://www.w3.org/2000/01/rdf-schema#label>		"Aplasia/Hypoplasia involving the sinuses"	"Aplasie/hypoplasie impliquant des sinus"@fr
<http://purl.obolibrary.org/obo/HP_0012604>	<http://www.w3.org/2000/01/rdf-schema#label>		"Hyponatriuria"	"Hyponatriurie"@fr
<http://purl.obolibrary.org/obo/HP_0004681>	<http://www.w3.org/2000/01/rdf-schema#label>		"Deep longitudinal plantar crease"	"Pli plantaire longitudinal profond"@fr
<http://purl.obolibrary.org/obo/HP_0100848>	<http://www.w3.org/2000/01/rdf-schema#label>		"Neoplasm of the male external genitalia"	"Néoplasie des organes génitaux externes masculins"@fr
<http://purl.obolibrary.org/obo/HP_0020059>	<http://www.w3.org/2000/01/rdf-schema#label>		"Increased red blood cell count"	"Augmentation du nombre de globules rouges"@fr
<http://purl.obolibrary.org/obo/HP_0000009>	<http://purl.obolibrary.org/obo/IAO_0000115>		"Dysfunction of the urinary bladder"	"Dysfonctionnement de la vessie"
<http://purl.obolibrary.org/obo/HP_0003614>	<http://www.w3.org/2000/01/rdf-schema#label>		"Trimethylaminuria"	"Triméthylaminurie"@fr
<http://purl.obolibrary.org/obo/HP_0003236>	<http://www.w3.org/2000/01/rdf-schema#label>		"Elevated serum creatine kinase"	"Augmentation de la créatine phosphokinase sérique"
<http://purl.obolibrary.org/obo/HP_0000395>	<http://www.w3.org/2000/01/rdf-schema#label>		"Prominent antihelix"	"Antihélix proéminent"@fr
<http://purl.obolibrary.org/obo/HP_0004389>	<http://www.w3.org/2000/01/rdf-schema#label>		"Intestinal pseudo-obstruction"	"Pseudo-obstruction intestinale"@fr
<http://purl.obolibrary.org/obo/HP_0012389>	<http://www.w3.org/2000/01/rdf-schema#label>		"Appendicular hypotonia"	"Hypotonie appendiculaire"@fr
<http://purl.obolibrary.org/obo/HP_0011132>	<http://www.w3.org/2000/01/rdf-schema#label>		"Chronic furunculosis"	"Furonculose chronique"@fr
<http://purl.obolibrary.org/obo/HP_0001662>	<http://www.w3.org/2000/01/rdf-schema#label>		"Bradycardia"	"Bradycardie"@fr
<http://purl.obolibrary.org/obo/HP_0010188>	<http://www.w3.org/2000/01/rdf-schema#label>		"Curved distal toe phalanx"	"courbure des phalanges distales des orteils"@fr
<http://purl.obolibrary.org/obo/HP_3000013>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of platysma"	"Anomalie du platysma"
<http://purl.obolibrary.org/obo/HP_0009335>	<http://www.w3.org/2000/01/rdf-schema#label>		"Absent epiphysis of the distal phalanx of the 3rd finger"	"Absence des épiphyses de la phalange distale du majeur"@fr
<http://purl.obolibrary.org/obo/HP_0025580>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal right atrium morphology"	"Morphologie anormale de l'oreillette droite"@fr
<http://purl.obolibrary.org/obo/HP_0009431>	<http://www.w3.org/2000/01/rdf-schema#label>		"Bullet-shaped middle phalanx of the 3rd finger"	"Phalange moyenne du majeur en forme de balle de fusil"@fr
<http://purl.obolibrary.org/obo/HP_0100183>	<http://www.w3.org/2000/01/rdf-schema#label>		"Enlarged epiphysis of the middle phalanx of the 4th toe"	"Épiphyse élargie de la phalange moyenne du quatrième orteil"@fr
<http://purl.obolibrary.org/obo/HP_0100053>	<http://www.w3.org/2000/01/rdf-schema#label>		"Stippling of the epiphyses of the 2nd toe"	"Calcifications ponctuées de l'épiphyse du second orteil"@fr
<http://purl.obolibrary.org/obo/HP_0011891>	<http://www.w3.org/2000/01/rdf-schema#label>		"Post-partum hemorrhage"	"Hémorragie du postpartum"@fr
<http://purl.obolibrary.org/obo/HP_0009919>	<http://www.w3.org/2000/01/rdf-schema#label>		"Retinoblastoma"	"Rétinoblastome"@fr
<http://purl.obolibrary.org/obo/HP_0004914>	<http://www.w3.org/2000/01/rdf-schema#label>		"Recurrent infantile hypoglycemia"	"Hypoglycémie infantile récurrente"@fr
<http://purl.obolibrary.org/obo/HP_0003985>	<http://www.w3.org/2000/01/rdf-schema#label>		"Exostoses of the ulna"	"Exostoses de l'ulna"@fr
<http://purl.obolibrary.org/obo/HP_0011073>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of dental color"	"Anomalie de la couleur dentaire"@fr
<http://purl.obolibrary.org/obo/HP_0003902>	<http://www.w3.org/2000/01/rdf-schema#label>		"Epiphyseal stippling of the humerus"	"Calcifications ponctuées épiphysaires de l'humérus"@fr
<http://purl.obolibrary.org/obo/HP_0410291>	<http://www.w3.org/2000/01/rdf-schema#label>		"Negativism"	"Négativisme"@fr
<http://purl.obolibrary.org/obo/HP_0003799>	<http://www.w3.org/2000/01/rdf-schema#label>		"Marked delay in bone age"	"Retard marqué de l'âge osseux"@fr
<http://purl.obolibrary.org/obo/HP_0100214>	<http://www.w3.org/2000/01/rdf-schema#label>		"Bracket epiphysis of the middle phalanx of the 5th toe"	"Épiphyses de la phalange moyenne du cinquième orteil en crochet"@fr
<http://purl.obolibrary.org/obo/HP_0004338>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal circulating aromatic amino acid concentration"	"Anomalie du métabolisme des acides aminés aromatiques"@fr
<http://purl.obolibrary.org/obo/HP_0009392>	<http://www.w3.org/2000/01/rdf-schema#label>		"Triangular epiphyses of the 5th finger"	"Épiphyses triangulaires de l'auriculaire"@fr
<http://purl.obolibrary.org/obo/HP_0011955>	<http://www.w3.org/2000/01/rdf-schema#label>		"Hepatic granulomatosis"	"Granulomatose hépatique"@fr
<http://purl.obolibrary.org/obo/HP_0030379>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal proportion of transitional B cells"	"Proportion anormale de cellules B transitionnelles"@fr
<http://purl.obolibrary.org/obo/HP_0005068>	<http://www.w3.org/2000/01/rdf-schema#label>		"Absent styloid process of ulna"	"Processus styloïdes absents"@fr
<http://purl.obolibrary.org/obo/HP_0000189>	<http://www.w3.org/2000/01/rdf-schema#label>		"Narrow palate"	"Palais étroit"@fr
<http://purl.obolibrary.org/obo/HP_0011830>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal oral mucosa morphology"	"Anomalie morphologique de la muqueuse orale"@fr
<http://purl.obolibrary.org/obo/HP_0100627>	<http://www.w3.org/2000/01/rdf-schema#label>		"Displacement of the urethral meatus"	"Déplacement du méat urétral masculin"@fr
<http://purl.obolibrary.org/obo/HP_0001640>	<http://www.w3.org/2000/01/rdf-schema#label>		"Cardiomegaly"	"Cardiomégalie"@fr
<http://purl.obolibrary.org/obo/HP_0030646>	<http://www.w3.org/2000/01/rdf-schema#label>		"Peripheral"	"Périphérique"@fr
<http://purl.obolibrary.org/obo/HP_0100504>	<http://www.w3.org/2000/01/rdf-schema#label>		"Vitamin B2 deficiency"	"Carence en vitamine B2"
<http://purl.obolibrary.org/obo/HP_0012336>	<http://www.w3.org/2000/01/rdf-schema#label>		"Reduced cerebrospinal fluid 5-methyltetrahydrofolate concentration"	"Concentration réduite du 5-méthyltetrahydrofolate dans le liquide céphalorachidien (LCR)"
<http://purl.obolibrary.org/obo/HP_0500081>	<http://www.w3.org/2000/01/rdf-schema#label>		"Pseudophakia"	"Pseudophakie"@fr
<http://purl.obolibrary.org/obo/HP_0100908>	<http://www.w3.org/2000/01/rdf-schema#label>		"Sclerosis of the proximal phalanx of the 2nd finger"	"Sclérose de la phalange proximale de l'index"@fr
<http://purl.obolibrary.org/obo/HP_0030246>	<http://www.w3.org/2000/01/rdf-schema#label>		"Maternal first trimester fever"	"Fièvre maternelle du premier trimestre"@fr
<http://purl.obolibrary.org/obo/HP_0040016>	<http://www.w3.org/2000/01/rdf-schema#label>		"Prominent coccyx"	"Coccyx proéminent"@fr
<http://purl.obolibrary.org/obo/HP_0005539>	<http://www.w3.org/2000/01/rdf-schema#label>		"T cell chronic lymphocytic lymphoma/leukemia"	"Leucémie-lymphome lymphoblastique chronique à cellules T"@fr
<http://purl.obolibrary.org/obo/HP_0001814>	<http://www.w3.org/2000/01/rdf-schema#label>		"Deep-set nails"	"Ongles enfoncés"@fr
<http://purl.obolibrary.org/obo/HP_0012696>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal thalamic MRI signal intensity"	"Intensité anormale du signal IRM thalamique"@fr
<http://purl.obolibrary.org/obo/HP_0012590>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal urine output"	"Volume d'urine anormal"@fr
<http://purl.obolibrary.org/obo/HP_0002097>	<http://www.w3.org/2000/01/rdf-schema#label>		"Emphysema"	"Emphysème"@fr
<http://purl.obolibrary.org/obo/HP_0031084>	<http://www.w3.org/2000/01/rdf-schema#label>		"Excessive insulin response to glucagon test"	"Réponse excessive de l'insuline au test au glucagon"@fr
<http://purl.obolibrary.org/obo/HP_0000370>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of the middle ear"	"Anomalie de l'oreille moyenne"@fr
<http://purl.obolibrary.org/obo/HP_0009828>	<http://www.w3.org/2000/01/rdf-schema#label>		"Peromelia"	"Péromélie"@fr
<http://purl.obolibrary.org/obo/HP_0011348>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of the sixth cranial nerve"	"Anomalie du sixième nerf crânien"
<http://purl.obolibrary.org/obo/HP_3000033>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of nasopharyngeal adenoids"	"Anomalie des adénoïdes nasopharyngées"
<http://purl.obolibrary.org/obo/HP_0030526>	<http://www.w3.org/2000/01/rdf-schema#label>		"Severe constriction of peripheral visual field"	"Constriction sévère du champ visuel périphérique"@fr
<http://purl.obolibrary.org/obo/HP_0005401>	<http://www.w3.org/2000/01/rdf-schema#label>		"Recurrent candida infections"	"Infections à Candida fréquentes"@fr
<http://purl.obolibrary.org/obo/HP_0006926>	<http://www.w3.org/2000/01/rdf-schema#label>		"Metachromatic leukodystrophy variant"	"Variant de la leucodystrophie métachromatique"@fr
<http://purl.obolibrary.org/obo/HP_0003198>	<http://www.w3.org/2000/01/rdf-schema#label>		"Myopathy"	"Myopathie"@fr
<http://purl.obolibrary.org/obo/HP_0008696>	<http://www.w3.org/2000/01/rdf-schema#label>		"Renal hamartoma"	"Hamartome rénal"@fr
<http://purl.obolibrary.org/obo/HP_0007867>	<http://www.w3.org/2000/01/rdf-schema#label>		"Restrictive partial external ophthalmoplegia"	"Ophtalmoplégie externe partielle restrictive"@fr
<http://purl.obolibrary.org/obo/HP_0030657>	<http://www.w3.org/2000/01/rdf-schema#label>		"Umbilical cord hematoma"	"Hématome du cordon ombilical"@fr
<http://purl.obolibrary.org/obo/HP_0000729>	<http://www.w3.org/2000/01/rdf-schema#label>		"Autistic behavior"	"Comportement autistique"@fr
<http://purl.obolibrary.org/obo/HP_0009640>	<http://www.w3.org/2000/01/rdf-schema#label>		"Synostosis of the proximal phalanx of the thumb with the 1st metacarpal"	"Symphalangisme de la phalange proximale du pouce avec le 1er métacarpien"@fr
<http://purl.obolibrary.org/obo/HP_0010424>	<http://www.w3.org/2000/01/rdf-schema#label>		"Complete duplication of the distal phalanx of the 2nd toe"	"duplication complète de la phalange distale du 2nd orteil"@fr
<http://purl.obolibrary.org/obo/HP_0100149>	<http://www.w3.org/2000/01/rdf-schema#label>		"Enlarged epiphysis of the middle phalanx of the 3rd toe"	"Épiphyse élargie de la phalange moyenne du troisième orteil"@fr
<http://purl.obolibrary.org/obo/HP_0001041>	<http://www.w3.org/2000/01/rdf-schema#label>		"Facial erythema"	"érythème facial"@fr
<http://purl.obolibrary.org/obo/HP_0031793>	<http://www.w3.org/2000/01/rdf-schema#label>		"Increased serum leptin"	"Augmentation de la leptine sérique"@fr
<http://purl.obolibrary.org/obo/HP_0100883>	<http://www.w3.org/2000/01/rdf-schema#label>		"Chorangioma"	"Chorangiome"@fr
<http://purl.obolibrary.org/obo/HP_0031019>	<http://www.w3.org/2000/01/rdf-schema#label>		"Pyknotic bone marrow neutrophils"	"Neutrophiles pyknotiques de la moelle osseuse"@fr
<http://purl.obolibrary.org/obo/HP_0031738>	<http://www.w3.org/2000/01/rdf-schema#label>		"Mechanical entropion"	"Entropion mécanique"@fr
<http://purl.obolibrary.org/obo/HP_0032254>	<http://www.w3.org/2000/01/rdf-schema#label>		"Increased circulating copper concentration"	"Augmentation de la concentration de cuivre circulant"@fr
<http://purl.obolibrary.org/obo/HP_0030064>	<http://www.w3.org/2000/01/rdf-schema#label>		"Neurocytoma"	"Neurocytome"@fr
<http://purl.obolibrary.org/obo/HP_0100100>	<http://www.w3.org/2000/01/rdf-schema#label>		"Absent epiphysis of the distal phalanx of the 2nd toe"	"Absence des épiphyses de la phalange distale du deuxième orteil"@fr
<http://purl.obolibrary.org/obo/HP_0011320>	<http://www.w3.org/2000/01/rdf-schema#label>		"Unilambdoid synostosis"	"Synostose unilambdoïde"@fr
<http://purl.obolibrary.org/obo/HP_0010680>	<http://www.w3.org/2000/01/rdf-schema#label>		"Elevated alkaline phosphatase of renal origin"	"Phosphatases alcalines élevées d'origine rénale"@fr
<http://purl.obolibrary.org/obo/HP_0003160>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal isoelectric focusing of serum transferrin"	"Focalisation isoélectrique anormale de la transferrine sérique"@fr
<http://purl.obolibrary.org/obo/HP_0040233>	<http://www.w3.org/2000/01/rdf-schema#label>		"Factor XIII subunit A deficiency"	"Déficit de la sous-unité A du Facteur XIII"@fr
<http://purl.obolibrary.org/obo/HP_0410026>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormality of the periodontium"	"Anomalie du parodonte"
<http://purl.obolibrary.org/obo/HP_0012772>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal upper to lower segment ratio"	"Rapport anormal entre le segment supérieur et le segment inférieur"@fr
<http://purl.obolibrary.org/obo/HP_0011540>	<http://www.w3.org/2000/01/rdf-schema#label>		"Congenitally corrected transposition of the great arteries"	"Transposition congénitalement corrigée des grosses artères"@fr
<http://purl.obolibrary.org/obo/HP_0000813>	<http://www.w3.org/2000/01/rdf-schema#label>		"Bicornuate uterus"	"Utérus bicorne"@fr
<http://purl.obolibrary.org/obo/HP_0009799>	<http://www.w3.org/2000/01/rdf-schema#label>		"Supernumerary spleens"	"Rates surnuméraires"@fr
<http://purl.obolibrary.org/obo/HP_0410057>	<http://www.w3.org/2000/01/rdf-schema#label>		"Increased level of D-threitol in plasma"	"Augmentation du taux de D-thréitol dans le plasma"@fr
<http://purl.obolibrary.org/obo/HP_0010931>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal blood sodium concentration"	"Concentration anormale du sodium"@fr
<http://purl.obolibrary.org/obo/HP_0002311>	<http://www.w3.org/2000/01/rdf-schema#label>		"Incoordination"	"Incoordination motrice"@fr
<http://purl.obolibrary.org/obo/HP_0100851>	<http://www.w3.org/2000/01/rdf-schema#label>		"Abnormal emotion/affect behavior"	"Comportement émotionnel/affectif anormal"@fr
<http://purl.obolibrary.org/obo/HP_0030908>	<http://www.w3.org/2000/01/rdf-schema#label>		"Liver kidney microsome type 1 antibody positivity"	"Positivité des anticorps anti-microsomes hépatiques et rénaux de type 1"@fr
<http://purl.obolibrary.org/obo/HP_0009373>	<http://www.w3.org/2000/01/rdf-schema#label>		"Type C brachydactyly"	"Brachydactylie type C"@fr
